Assay,Well,Strain,Treatment,Replicate,Time,OD
240219,A4,Rothia 1,No treatment,1,10,0.091
240219,A4,Rothia 1,No treatment,1,10.5,0.094
240219,A4,Rothia 1,No treatment,1,11,0.097
240219,A4,Rothia 1,No treatment,1,11.5,0.1
240219,A4,Rothia 1,No treatment,1,12,0.104
240219,A4,Rothia 1,No treatment,1,12.5,0.108
240219,A4,Rothia 1,No treatment,1,13,0.111
240219,A4,Rothia 1,No treatment,1,13.5,0.114
240219,A4,Rothia 1,No treatment,1,14,0.117
240219,A4,Rothia 1,No treatment,1,14.5,0.121
240219,A4,Rothia 1,No treatment,1,15,0.124
240219,A4,Rothia 1,No treatment,1,15.5,0.126
240219,A4,Rothia 1,No treatment,1,16,0.129
240219,A4,Rothia 1,No treatment,1,16.5,0.131
240219,A4,Rothia 1,No treatment,1,17,0.133
240219,A4,Rothia 1,No treatment,1,17.5,0.135
240219,A4,Rothia 1,No treatment,1,18,0.138
240219,A4,Rothia 1,No treatment,1,18.5,0.139
240219,A4,Rothia 1,No treatment,1,19,0.14
240219,A4,Rothia 1,No treatment,1,19.5,0.141
240219,A4,Rothia 1,No treatment,1,20,0.143
240219,A4,Rothia 1,No treatment,1,20.5,0.144
240219,A4,Rothia 1,No treatment,1,21,0.145
240219,A4,Rothia 1,No treatment,1,21.5,0.146
240219,A4,Rothia 1,No treatment,1,22,0.146
240219,A4,Rothia 1,No treatment,1,22.5,0.146
240219,A4,Rothia 1,No treatment,1,23,0.148
240219,A4,Rothia 1,No treatment,1,23.5,0.148
240219,A4,Rothia 1,No treatment,1,24,0.149
240219,A5,Rothia 1,No treatment,2,0,0
240219,A5,Rothia 1,No treatment,2,0.5,0.002
240219,A5,Rothia 1,No treatment,2,1,0.007
240219,A5,Rothia 1,No treatment,2,1.5,0.011
240219,A5,Rothia 1,No treatment,2,2,0.015
240219,A5,Rothia 1,No treatment,2,2.5,0.022
240219,A5,Rothia 1,No treatment,2,3,0.028
240219,A5,Rothia 1,No treatment,2,3.5,0.033
240219,A5,Rothia 1,No treatment,2,4,0.038
240219,A5,Rothia 1,No treatment,2,4.5,0.041
240219,A5,Rothia 1,No treatment,2,5,0.045
240219,A5,Rothia 1,No treatment,2,5.5,0.049
240219,A5,Rothia 1,No treatment,2,6,0.051
240219,A5,Rothia 1,No treatment,2,6.5,0.054
240219,A5,Rothia 1,No treatment,2,7,0.056
240219,A5,Rothia 1,No treatment,2,7.5,0.06
240219,A5,Rothia 1,No treatment,2,8,0.072
240219,A5,Rothia 1,No treatment,2,8.5,0.079
240219,A5,Rothia 1,No treatment,2,9,0.084
240219,A5,Rothia 1,No treatment,2,9.5,0.088
240219,A5,Rothia 1,No treatment,2,10,0.092
240219,A5,Rothia 1,No treatment,2,10.5,0.096
240219,A5,Rothia 1,No treatment,2,11,0.1
240219,A5,Rothia 1,No treatment,2,11.5,0.103
240219,A5,Rothia 1,No treatment,2,12,0.106
240219,A5,Rothia 1,No treatment,2,12.5,0.11
240219,A5,Rothia 1,No treatment,2,13,0.114
240219,A5,Rothia 1,No treatment,2,13.5,0.117
240219,A5,Rothia 1,No treatment,2,14,0.121
240219,A5,Rothia 1,No treatment,2,14.5,0.124
240219,A5,Rothia 1,No treatment,2,15,0.128
240219,A5,Rothia 1,No treatment,2,15.5,0.13
240219,A5,Rothia 1,No treatment,2,16,0.132
240219,A5,Rothia 1,No treatment,2,16.5,0.134
240219,A5,Rothia 1,No treatment,2,17,0.137
240219,A5,Rothia 1,No treatment,2,17.5,0.139
240219,A5,Rothia 1,No treatment,2,18,0.141
240219,A5,Rothia 1,No treatment,2,18.5,0.141
240219,A5,Rothia 1,No treatment,2,19,0.142
240219,A5,Rothia 1,No treatment,2,19.5,0.143
240219,A5,Rothia 1,No treatment,2,20,0.144
240219,A5,Rothia 1,No treatment,2,20.5,0.145
240219,A5,Rothia 1,No treatment,2,21,0.145
240219,A5,Rothia 1,No treatment,2,21.5,0.146
240219,A5,Rothia 1,No treatment,2,22,0.146
240219,A5,Rothia 1,No treatment,2,22.5,0.147
240219,A5,Rothia 1,No treatment,2,23,0.148
240219,A5,Rothia 1,No treatment,2,23.5,0.148
240219,A5,Rothia 1,No treatment,2,24,0.149
240219,A6,Rothia 1,No treatment,3,0,0
240219,A6,Rothia 1,No treatment,3,0.5,0.001
240219,A6,Rothia 1,No treatment,3,1,0.006
240219,A6,Rothia 1,No treatment,3,1.5,0.01
240219,A6,Rothia 1,No treatment,3,2,0.015
240219,A6,Rothia 1,No treatment,3,2.5,0.021
240219,A6,Rothia 1,No treatment,3,3,0.027
240219,A6,Rothia 1,No treatment,3,3.5,0.032
240219,A6,Rothia 1,No treatment,3,4,0.037
240219,A6,Rothia 1,No treatment,3,4.5,0.042
240219,A6,Rothia 1,No treatment,3,5,0.045
240219,A6,Rothia 1,No treatment,3,5.5,0.049
240219,A6,Rothia 1,No treatment,3,6,0.052
240219,A6,Rothia 1,No treatment,3,6.5,0.056
240219,A6,Rothia 1,No treatment,3,7,0.065
240219,A6,Rothia 1,No treatment,3,7.5,0.069
240219,A6,Rothia 1,No treatment,3,8,0.074
240219,A6,Rothia 1,No treatment,3,8.5,0.084
240219,A6,Rothia 1,No treatment,3,9,0.092
240219,A6,Rothia 1,No treatment,3,9.5,0.097
240219,A6,Rothia 1,No treatment,3,10,0.102
240219,A6,Rothia 1,No treatment,3,10.5,0.106
240219,A6,Rothia 1,No treatment,3,11,0.11
240219,A6,Rothia 1,No treatment,3,11.5,0.112
240219,A6,Rothia 1,No treatment,3,12,0.115
240219,A6,Rothia 1,No treatment,3,12.5,0.118
240219,A6,Rothia 1,No treatment,3,13,0.12
240219,A6,Rothia 1,No treatment,3,13.5,0.122
240219,A6,Rothia 1,No treatment,3,14,0.125
240219,A6,Rothia 1,No treatment,3,14.5,0.127
240219,A6,Rothia 1,No treatment,3,15,0.129
240219,A6,Rothia 1,No treatment,3,15.5,0.13
240219,A6,Rothia 1,No treatment,3,16,0.131
240219,A6,Rothia 1,No treatment,3,16.5,0.132
240219,A6,Rothia 1,No treatment,3,17,0.133
240219,A6,Rothia 1,No treatment,3,17.5,0.135
240219,A6,Rothia 1,No treatment,3,18,0.137
240219,A6,Rothia 1,No treatment,3,18.5,0.138
240219,A6,Rothia 1,No treatment,3,19,0.139
240219,A6,Rothia 1,No treatment,3,19.5,0.14
240219,A6,Rothia 1,No treatment,3,20,0.141
240219,A6,Rothia 1,No treatment,3,20.5,0.141
240219,A6,Rothia 1,No treatment,3,21,0.141
240219,A6,Rothia 1,No treatment,3,21.5,0.144
240219,A6,Rothia 1,No treatment,3,22,0.144
240219,A6,Rothia 1,No treatment,3,22.5,0.145
240219,A6,Rothia 1,No treatment,3,23,0.146
240219,A6,Rothia 1,No treatment,3,23.5,0.147
240219,A6,Rothia 1,No treatment,3,24,0.149
240219,A7,Rothia 2,No treatment,1,0,0
240219,A7,Rothia 2,No treatment,1,0.5,0.001
240219,A7,Rothia 2,No treatment,1,1,0.004
240219,A7,Rothia 2,No treatment,1,1.5,0.008
240219,A7,Rothia 2,No treatment,1,2,0.013
240219,A7,Rothia 2,No treatment,1,2.5,0.019
240219,A7,Rothia 2,No treatment,1,3,0.024
240219,A7,Rothia 2,No treatment,1,3.5,0.028
240219,A7,Rothia 2,No treatment,1,4,0.033
240219,A7,Rothia 2,No treatment,1,4.5,0.037
240219,A7,Rothia 2,No treatment,1,5,0.04
240219,A7,Rothia 2,No treatment,1,5.5,0.043
240219,A7,Rothia 2,No treatment,1,6,0.045
240219,A7,Rothia 2,No treatment,1,6.5,0.048
240219,A7,Rothia 2,No treatment,1,7,0.051
240219,A7,Rothia 2,No treatment,1,7.5,0.053
240219,A7,Rothia 2,No treatment,1,8,0.059
240219,A7,Rothia 2,No treatment,1,8.5,0.065
240219,A7,Rothia 2,No treatment,1,9,0.068
240219,A7,Rothia 2,No treatment,1,9.5,0.071
240219,A7,Rothia 2,No treatment,1,10,0.074
240219,A7,Rothia 2,No treatment,1,10.5,0.076
240219,A7,Rothia 2,No treatment,1,11,0.079
240219,A7,Rothia 2,No treatment,1,11.5,0.081
240219,A7,Rothia 2,No treatment,1,12,0.084
240219,A7,Rothia 2,No treatment,1,12.5,0.087
240219,A7,Rothia 2,No treatment,1,13,0.089
240219,A7,Rothia 2,No treatment,1,13.5,0.091
240219,A7,Rothia 2,No treatment,1,14,0.093
240219,A7,Rothia 2,No treatment,1,14.5,0.095
240219,A7,Rothia 2,No treatment,1,15,0.097
240219,A7,Rothia 2,No treatment,1,15.5,0.099
240219,A7,Rothia 2,No treatment,1,16,0.1
240219,A7,Rothia 2,No treatment,1,16.5,0.101
240219,A7,Rothia 2,No treatment,1,17,0.102
240219,A7,Rothia 2,No treatment,1,17.5,0.104
240219,A7,Rothia 2,No treatment,1,18,0.105
240219,A7,Rothia 2,No treatment,1,18.5,0.106
240219,A7,Rothia 2,No treatment,1,19,0.106
240219,A7,Rothia 2,No treatment,1,19.5,0.108
240219,A7,Rothia 2,No treatment,1,20,0.109
240219,A7,Rothia 2,No treatment,1,20.5,0.109
240219,A7,Rothia 2,No treatment,1,21,0.111
240219,A7,Rothia 2,No treatment,1,21.5,0.112
240219,A7,Rothia 2,No treatment,1,22,0.113
240219,A7,Rothia 2,No treatment,1,22.5,0.113
240219,A7,Rothia 2,No treatment,1,23,0.114
240219,A7,Rothia 2,No treatment,1,23.5,0.115
240219,A7,Rothia 2,No treatment,1,24,0.116
240219,A8,Rothia 2,No treatment,2,0,0
240219,A8,Rothia 2,No treatment,2,0.5,0
240219,A8,Rothia 2,No treatment,2,1,0.002
240219,A8,Rothia 2,No treatment,2,1.5,0.006
240219,A8,Rothia 2,No treatment,2,2,0.011
240219,A8,Rothia 2,No treatment,2,2.5,0.016
240219,A8,Rothia 2,No treatment,2,3,0.022
240219,A8,Rothia 2,No treatment,2,3.5,0.027
240219,A8,Rothia 2,No treatment,2,4,0.032
240219,A8,Rothia 2,No treatment,2,4.5,0.037
240219,A8,Rothia 2,No treatment,2,5,0.041
240219,A8,Rothia 2,No treatment,2,5.5,0.045
240219,A8,Rothia 2,No treatment,2,6,0.049
240219,A8,Rothia 2,No treatment,2,6.5,0.053
240219,A8,Rothia 2,No treatment,2,7,0.056
240219,A8,Rothia 2,No treatment,2,7.5,0.058
240219,A8,Rothia 2,No treatment,2,8,0.067
240219,A8,Rothia 2,No treatment,2,8.5,0.077
240219,A8,Rothia 2,No treatment,2,9,0.083
240219,A8,Rothia 2,No treatment,2,9.5,0.086
240219,A8,Rothia 2,No treatment,2,10,0.089
240219,A8,Rothia 2,No treatment,2,10.5,0.091
240219,A8,Rothia 2,No treatment,2,11,0.093
240219,A8,Rothia 2,No treatment,2,11.5,0.095
240219,A8,Rothia 2,No treatment,2,12,0.097
240219,A8,Rothia 2,No treatment,2,12.5,0.1
240219,A8,Rothia 2,No treatment,2,13,0.102
240219,A8,Rothia 2,No treatment,2,13.5,0.105
240219,A8,Rothia 2,No treatment,2,14,0.107
240219,A8,Rothia 2,No treatment,2,14.5,0.109
240219,A8,Rothia 2,No treatment,2,15,0.111
240219,A8,Rothia 2,No treatment,2,15.5,0.113
240219,A8,Rothia 2,No treatment,2,16,0.115
240219,A8,Rothia 2,No treatment,2,16.5,0.116
240219,A8,Rothia 2,No treatment,2,17,0.117
240219,A8,Rothia 2,No treatment,2,17.5,0.119
240219,A8,Rothia 2,No treatment,2,18,0.12
240219,A8,Rothia 2,No treatment,2,18.5,0.121
240219,A8,Rothia 2,No treatment,2,19,0.122
240219,A8,Rothia 2,No treatment,2,19.5,0.123
240219,A8,Rothia 2,No treatment,2,20,0.124
240219,A8,Rothia 2,No treatment,2,20.5,0.124
240219,A8,Rothia 2,No treatment,2,21,0.125
240219,A8,Rothia 2,No treatment,2,21.5,0.126
240219,A8,Rothia 2,No treatment,2,22,0.126
240219,A8,Rothia 2,No treatment,2,22.5,0.127
240219,A8,Rothia 2,No treatment,2,23,0.127
240219,A8,Rothia 2,No treatment,2,23.5,0.127
240219,A8,Rothia 2,No treatment,2,24,0.127
240219,A9,Rothia 2,No treatment,3,0,0
240219,A9,Rothia 2,No treatment,3,0.5,0
240219,A9,Rothia 2,No treatment,3,1,0.003
240219,A9,Rothia 2,No treatment,3,1.5,0.008
240219,A9,Rothia 2,No treatment,3,2,0.013
240219,A9,Rothia 2,No treatment,3,2.5,0.02
240219,A9,Rothia 2,No treatment,3,3,0.026
240219,A9,Rothia 2,No treatment,3,3.5,0.031
240219,A9,Rothia 2,No treatment,3,4,0.036
240219,A9,Rothia 2,No treatment,3,4.5,0.04
240219,A9,Rothia 2,No treatment,3,5,0.043
240219,A9,Rothia 2,No treatment,3,5.5,0.048
240219,A9,Rothia 2,No treatment,3,6,0.05
240219,A9,Rothia 2,No treatment,3,6.5,0.054
240219,A9,Rothia 2,No treatment,3,7,0.058
240219,A9,Rothia 2,No treatment,3,7.5,0.066
240219,A9,Rothia 2,No treatment,3,8,0.071
240219,A9,Rothia 2,No treatment,3,8.5,0.075
240219,A9,Rothia 2,No treatment,3,9,0.079
240219,A9,Rothia 2,No treatment,3,9.5,0.083
240219,A9,Rothia 2,No treatment,3,10,0.086
240219,A9,Rothia 2,No treatment,3,10.5,0.09
240219,A9,Rothia 2,No treatment,3,11,0.093
240219,A9,Rothia 2,No treatment,3,11.5,0.095
240219,A9,Rothia 2,No treatment,3,12,0.097
240219,A9,Rothia 2,No treatment,3,12.5,0.1
240219,A9,Rothia 2,No treatment,3,13,0.102
240219,A9,Rothia 2,No treatment,3,13.5,0.104
240219,A9,Rothia 2,No treatment,3,14,0.106
240219,A9,Rothia 2,No treatment,3,14.5,0.109
240219,A9,Rothia 2,No treatment,3,15,0.11
240219,A9,Rothia 2,No treatment,3,15.5,0.112
240219,A9,Rothia 2,No treatment,3,16,0.113
240219,A9,Rothia 2,No treatment,3,16.5,0.114
240219,A9,Rothia 2,No treatment,3,17,0.115
240219,A9,Rothia 2,No treatment,3,17.5,0.117
240219,A9,Rothia 2,No treatment,3,18,0.118
240219,A9,Rothia 2,No treatment,3,18.5,0.119
240219,A9,Rothia 2,No treatment,3,19,0.12
240219,A9,Rothia 2,No treatment,3,19.5,0.121
240219,A9,Rothia 2,No treatment,3,20,0.122
240219,A9,Rothia 2,No treatment,3,20.5,0.123
240219,A9,Rothia 2,No treatment,3,21,0.124
240219,A9,Rothia 2,No treatment,3,21.5,0.124
240219,A9,Rothia 2,No treatment,3,22,0.125
240219,A9,Rothia 2,No treatment,3,22.5,0.126
240219,A9,Rothia 2,No treatment,3,23,0.127
240219,A9,Rothia 2,No treatment,3,23.5,0.127
240219,A9,Rothia 2,No treatment,3,24,0.128
240219,B4,Rothia 1,pHMOs,1,0,0
240219,B4,Rothia 1,pHMOs,1,0.5,0.003
240219,B4,Rothia 1,pHMOs,1,1,0.005
240219,B4,Rothia 1,pHMOs,1,1.5,0.007
240219,B4,Rothia 1,pHMOs,1,2,0.011
240219,B4,Rothia 1,pHMOs,1,2.5,0.017
240219,B4,Rothia 1,pHMOs,1,3,0.024
240219,B4,Rothia 1,pHMOs,1,3.5,0.031
240219,B4,Rothia 1,pHMOs,1,4,0.038
240219,B4,Rothia 1,pHMOs,1,4.5,0.046
240219,B4,Rothia 1,pHMOs,1,5,0.054
240219,B4,Rothia 1,pHMOs,1,5.5,0.061
240219,B4,Rothia 1,pHMOs,1,6,0.066
240219,B4,Rothia 1,pHMOs,1,6.5,0.07
240219,B4,Rothia 1,pHMOs,1,7,0.074
240219,B4,Rothia 1,pHMOs,1,7.5,0.078
240219,B4,Rothia 1,pHMOs,1,8,0.08
240219,B4,Rothia 1,pHMOs,1,8.5,0.083
240219,B4,Rothia 1,pHMOs,1,9,0.085
240219,B4,Rothia 1,pHMOs,1,9.5,0.088
240219,B4,Rothia 1,pHMOs,1,10,0.09
240219,B4,Rothia 1,pHMOs,1,10.5,0.092
240219,B4,Rothia 1,pHMOs,1,11,0.094
240219,B4,Rothia 1,pHMOs,1,11.5,0.095
240219,B4,Rothia 1,pHMOs,1,12,0.097
240219,B4,Rothia 1,pHMOs,1,12.5,0.098
240219,B4,Rothia 1,pHMOs,1,13,0.099
240219,B4,Rothia 1,pHMOs,1,13.5,0.101
240219,B4,Rothia 1,pHMOs,1,14,0.103
240219,B4,Rothia 1,pHMOs,1,14.5,0.104
240219,B4,Rothia 1,pHMOs,1,15,0.105
240219,B4,Rothia 1,pHMOs,1,15.5,0.106
240219,B4,Rothia 1,pHMOs,1,16,0.107
240219,B4,Rothia 1,pHMOs,1,16.5,0.109
240219,B4,Rothia 1,pHMOs,1,17,0.109
240219,B4,Rothia 1,pHMOs,1,17.5,0.111
240219,B4,Rothia 1,pHMOs,1,18,0.112
240219,B4,Rothia 1,pHMOs,1,18.5,0.113
240219,B4,Rothia 1,pHMOs,1,19,0.114
240219,B4,Rothia 1,pHMOs,1,19.5,0.115
240219,B4,Rothia 1,pHMOs,1,20,0.117
240219,B4,Rothia 1,pHMOs,1,20.5,0.118
240219,B4,Rothia 1,pHMOs,1,21,0.119
240219,B4,Rothia 1,pHMOs,1,21.5,0.12
240219,B4,Rothia 1,pHMOs,1,22,0.121
240219,B4,Rothia 1,pHMOs,1,22.5,0.122
240219,B4,Rothia 1,pHMOs,1,23,0.123
240219,B4,Rothia 1,pHMOs,1,23.5,0.124
240219,B4,Rothia 1,pHMOs,1,24,0.125
240219,B5,Rothia 1,pHMOs,2,0,0
240219,B5,Rothia 1,pHMOs,2,0.5,-0.002
240219,B5,Rothia 1,pHMOs,2,1,0.002
240219,B5,Rothia 1,pHMOs,2,1.5,0.004
240219,B5,Rothia 1,pHMOs,2,2,0.008
240219,B5,Rothia 1,pHMOs,2,2.5,0.014
240219,B5,Rothia 1,pHMOs,2,3,0.018
240219,B5,Rothia 1,pHMOs,2,3.5,0.025
240219,B5,Rothia 1,pHMOs,2,4,0.033
240219,B5,Rothia 1,pHMOs,2,4.5,0.042
240219,B5,Rothia 1,pHMOs,2,5,0.049
240219,B5,Rothia 1,pHMOs,2,5.5,0.056
240219,B5,Rothia 1,pHMOs,2,6,0.06
240219,B5,Rothia 1,pHMOs,2,6.5,0.065
240219,B5,Rothia 1,pHMOs,2,7,0.068
240219,B5,Rothia 1,pHMOs,2,7.5,0.071
240219,B5,Rothia 1,pHMOs,2,8,0.074
240219,B5,Rothia 1,pHMOs,2,8.5,0.076
240219,B5,Rothia 1,pHMOs,2,9,0.078
240219,B5,Rothia 1,pHMOs,2,9.5,0.08
240219,B5,Rothia 1,pHMOs,2,10,0.082
240219,B5,Rothia 1,pHMOs,2,10.5,0.085
240219,B5,Rothia 1,pHMOs,2,11,0.086
240219,B5,Rothia 1,pHMOs,2,11.5,0.087
240219,B5,Rothia 1,pHMOs,2,12,0.089
240219,B5,Rothia 1,pHMOs,2,12.5,0.09
240219,B5,Rothia 1,pHMOs,2,13,0.092
240219,B5,Rothia 1,pHMOs,2,13.5,0.093
240219,B5,Rothia 1,pHMOs,2,14,0.094
240219,B5,Rothia 1,pHMOs,2,14.5,0.096
240219,B5,Rothia 1,pHMOs,2,15,0.097
240219,B5,Rothia 1,pHMOs,2,15.5,0.098
240219,B5,Rothia 1,pHMOs,2,16,0.099
240219,B5,Rothia 1,pHMOs,2,16.5,0.1
240219,B5,Rothia 1,pHMOs,2,17,0.102
240219,B5,Rothia 1,pHMOs,2,17.5,0.103
240219,B5,Rothia 1,pHMOs,2,18,0.105
240219,B5,Rothia 1,pHMOs,2,18.5,0.105
240219,B5,Rothia 1,pHMOs,2,19,0.106
240219,B5,Rothia 1,pHMOs,2,19.5,0.108
240219,B5,Rothia 1,pHMOs,2,20,0.109
240219,B5,Rothia 1,pHMOs,2,20.5,0.11
240219,B5,Rothia 1,pHMOs,2,21,0.111
240219,B5,Rothia 1,pHMOs,2,21.5,0.112
240219,B5,Rothia 1,pHMOs,2,22,0.113
240219,B5,Rothia 1,pHMOs,2,22.5,0.114
240219,B5,Rothia 1,pHMOs,2,23,0.115
240219,B5,Rothia 1,pHMOs,2,23.5,0.115
240219,B5,Rothia 1,pHMOs,2,24,0.117
240219,B6,Rothia 1,pHMOs,3,0,0
240219,B6,Rothia 1,pHMOs,3,0.5,0.001
240219,B6,Rothia 1,pHMOs,3,1,0.006
240219,B6,Rothia 1,pHMOs,3,1.5,0.01
240219,B6,Rothia 1,pHMOs,3,2,0.012
240219,B6,Rothia 1,pHMOs,3,2.5,0.017
240219,B6,Rothia 1,pHMOs,3,3,0.025
240219,B6,Rothia 1,pHMOs,3,3.5,0.033
240219,B6,Rothia 1,pHMOs,3,4,0.041
240219,B6,Rothia 1,pHMOs,3,4.5,0.05
240219,B6,Rothia 1,pHMOs,3,5,0.056
240219,B6,Rothia 1,pHMOs,3,5.5,0.062
240219,B6,Rothia 1,pHMOs,3,6,0.066
240219,B6,Rothia 1,pHMOs,3,6.5,0.07
240219,B6,Rothia 1,pHMOs,3,7,0.073
240219,B6,Rothia 1,pHMOs,3,7.5,0.076
240219,B6,Rothia 1,pHMOs,3,8,0.078
240219,B6,Rothia 1,pHMOs,3,8.5,0.08
240219,B6,Rothia 1,pHMOs,3,9,0.082
240219,B6,Rothia 1,pHMOs,3,9.5,0.084
240219,B6,Rothia 1,pHMOs,3,10,0.085
240219,B6,Rothia 1,pHMOs,3,10.5,0.087
240219,B6,Rothia 1,pHMOs,3,11,0.089
240219,B6,Rothia 1,pHMOs,3,11.5,0.09
240219,B6,Rothia 1,pHMOs,3,12,0.091
240219,B6,Rothia 1,pHMOs,3,12.5,0.093
240219,B6,Rothia 1,pHMOs,3,13,0.094
240219,B6,Rothia 1,pHMOs,3,13.5,0.095
240219,B6,Rothia 1,pHMOs,3,14,0.097
240219,B6,Rothia 1,pHMOs,3,14.5,0.098
240219,B6,Rothia 1,pHMOs,3,15,0.099
240219,B6,Rothia 1,pHMOs,3,15.5,0.1
240219,B6,Rothia 1,pHMOs,3,16,0.101
240219,B6,Rothia 1,pHMOs,3,16.5,0.102
240219,B6,Rothia 1,pHMOs,3,17,0.104
240219,B6,Rothia 1,pHMOs,3,17.5,0.105
240219,B6,Rothia 1,pHMOs,3,18,0.106
240219,B6,Rothia 1,pHMOs,3,18.5,0.107
240219,B6,Rothia 1,pHMOs,3,19,0.108
240219,B6,Rothia 1,pHMOs,3,19.5,0.109
240219,B6,Rothia 1,pHMOs,3,20,0.11
240219,B6,Rothia 1,pHMOs,3,20.5,0.112
240219,B6,Rothia 1,pHMOs,3,21,0.112
240219,B6,Rothia 1,pHMOs,3,21.5,0.114
240219,B6,Rothia 1,pHMOs,3,22,0.114
240219,B6,Rothia 1,pHMOs,3,22.5,0.116
240219,B6,Rothia 1,pHMOs,3,23,0.116
240219,B6,Rothia 1,pHMOs,3,23.5,0.118
240219,B6,Rothia 1,pHMOs,3,24,0.119
240219,B7,Rothia 2,pHMOs,1,0,0
240219,B7,Rothia 2,pHMOs,1,0.5,0
240219,B7,Rothia 2,pHMOs,1,1,0.003
240219,B7,Rothia 2,pHMOs,1,1.5,0.005
240219,B7,Rothia 2,pHMOs,1,2,0.008
240219,B7,Rothia 2,pHMOs,1,2.5,0.012
240219,B7,Rothia 2,pHMOs,1,3,0.023
240219,B7,Rothia 2,pHMOs,1,3.5,0.035
240219,B7,Rothia 2,pHMOs,1,4,0.05
240219,B7,Rothia 2,pHMOs,1,4.5,0.066
240219,B7,Rothia 2,pHMOs,1,5,0.075
240219,B7,Rothia 2,pHMOs,1,5.5,0.085
240219,B7,Rothia 2,pHMOs,1,6,0.095
240219,B7,Rothia 2,pHMOs,1,6.5,0.1
240219,B7,Rothia 2,pHMOs,1,7,0.104
240219,B7,Rothia 2,pHMOs,1,7.5,0.109
240219,B7,Rothia 2,pHMOs,1,8,0.11
240219,B7,Rothia 2,pHMOs,1,8.5,0.114
240219,B7,Rothia 2,pHMOs,1,9,0.116
240219,B7,Rothia 2,pHMOs,1,9.5,0.119
240219,B7,Rothia 2,pHMOs,1,10,0.121
240219,B7,Rothia 2,pHMOs,1,10.5,0.123
240219,B7,Rothia 2,pHMOs,1,11,0.126
240219,B7,Rothia 2,pHMOs,1,11.5,0.128
240219,B7,Rothia 2,pHMOs,1,12,0.13
240219,B7,Rothia 2,pHMOs,1,12.5,0.132
240219,B7,Rothia 2,pHMOs,1,13,0.134
240219,B7,Rothia 2,pHMOs,1,13.5,0.136
240219,B7,Rothia 2,pHMOs,1,14,0.138
240219,B7,Rothia 2,pHMOs,1,14.5,0.14
240219,B7,Rothia 2,pHMOs,1,15,0.142
240219,B7,Rothia 2,pHMOs,1,15.5,0.143
240219,B7,Rothia 2,pHMOs,1,16,0.145
240219,B7,Rothia 2,pHMOs,1,16.5,0.147
240219,B7,Rothia 2,pHMOs,1,17,0.148
240219,B7,Rothia 2,pHMOs,1,17.5,0.15
240219,B7,Rothia 2,pHMOs,1,18,0.152
240219,B7,Rothia 2,pHMOs,1,18.5,0.154
240219,B7,Rothia 2,pHMOs,1,19,0.155
240219,B7,Rothia 2,pHMOs,1,19.5,0.156
240219,B7,Rothia 2,pHMOs,1,20,0.159
240219,B7,Rothia 2,pHMOs,1,20.5,0.16
240219,B7,Rothia 2,pHMOs,1,21,0.161
240219,B7,Rothia 2,pHMOs,1,21.5,0.162
240219,B7,Rothia 2,pHMOs,1,22,0.163
240219,B7,Rothia 2,pHMOs,1,22.5,0.165
240219,B7,Rothia 2,pHMOs,1,23,0.166
240219,B7,Rothia 2,pHMOs,1,23.5,0.167
240219,B7,Rothia 2,pHMOs,1,24,0.169
240219,B8,Rothia 2,pHMOs,2,0,0
240219,B8,Rothia 2,pHMOs,2,0.5,0.003
240219,B8,Rothia 2,pHMOs,2,1,0.005
240219,B8,Rothia 2,pHMOs,2,1.5,0.008
240219,B8,Rothia 2,pHMOs,2,2,0.012
240219,B8,Rothia 2,pHMOs,2,2.5,0.016
240219,B8,Rothia 2,pHMOs,2,3,0.024
240219,B8,Rothia 2,pHMOs,2,3.5,0.036
240219,B8,Rothia 2,pHMOs,2,4,0.049
240219,B8,Rothia 2,pHMOs,2,4.5,0.061
240219,B8,Rothia 2,pHMOs,2,5,0.073
240219,B8,Rothia 2,pHMOs,2,5.5,0.079
240219,B8,Rothia 2,pHMOs,2,6,0.086
240219,B8,Rothia 2,pHMOs,2,6.5,0.093
240219,B8,Rothia 2,pHMOs,2,7,0.097
240219,B8,Rothia 2,pHMOs,2,7.5,0.102
240219,B8,Rothia 2,pHMOs,2,8,0.104
240219,B8,Rothia 2,pHMOs,2,8.5,0.106
240219,B8,Rothia 2,pHMOs,2,9,0.109
240219,B8,Rothia 2,pHMOs,2,9.5,0.111
240219,B8,Rothia 2,pHMOs,2,10,0.114
240219,B8,Rothia 2,pHMOs,2,10.5,0.118
240219,B8,Rothia 2,pHMOs,2,11,0.12
240219,B8,Rothia 2,pHMOs,2,11.5,0.122
240219,B8,Rothia 2,pHMOs,2,12,0.125
240219,B8,Rothia 2,pHMOs,2,12.5,0.127
240219,B8,Rothia 2,pHMOs,2,13,0.13
240219,B8,Rothia 2,pHMOs,2,13.5,0.132
240219,B8,Rothia 2,pHMOs,2,14,0.134
240219,B8,Rothia 2,pHMOs,2,14.5,0.138
240219,B8,Rothia 2,pHMOs,2,15,0.139
240219,B8,Rothia 2,pHMOs,2,15.5,0.141
240219,B8,Rothia 2,pHMOs,2,16,0.144
240219,B8,Rothia 2,pHMOs,2,16.5,0.145
240219,B8,Rothia 2,pHMOs,2,17,0.147
240219,B8,Rothia 2,pHMOs,2,17.5,0.15
240219,B8,Rothia 2,pHMOs,2,18,0.151
240219,B8,Rothia 2,pHMOs,2,18.5,0.153
240219,B8,Rothia 2,pHMOs,2,19,0.155
240219,B8,Rothia 2,pHMOs,2,19.5,0.157
