row.ID,annotation.network.number
5280,NA
5217,NA
5275,NA
5204,NA
5287,NA
5286,NA
5238,NA
5219,NA
5116,NA
5352,NA
5368,NA
5316,NA
5312,NA
5304,NA
5276,NA
5289,NA
5249,NA
5197,NA
5285,NA
5294,NA
5347,NA
5449,NA
5255,NA
5253,NA
5302,NA
5402,NA
5366,NA
5313,NA
5372,NA
5278,NA
5309,NA
5177,NA
5264,NA
5349,NA
5444,NA
5210,NA
5410,NA
5282,NA
5403,NA
5481,NA
5322,NA
5409,NA
5052,NA
5388,NA
5374,NA
5450,NA
5407,NA
5426,NA
5436,NA
5441,NA
5377,NA
5451,NA
5461,NA
5478,NA
5544,NA
5406,NA
5430,NA
5419,NA
5467,NA
5778,NA
5363,NA
5464,NA
5471,NA
5376,NA
5681,NA
5457,NA
5533,NA
5526,NA
5357,NA
5498,NA
5566,NA
5513,NA
5465,NA
5522,NA
5293,NA
5463,NA
5563,NA
5543,NA
5514,NA
5546,NA
5541,NA
5660,NA
5531,NA
5532,NA
5557,NA
5371,NA
5551,NA
5588,NA
5542,NA
5525,NA
5573,NA
5550,NA
5605,NA
5596,NA
5598,NA
5607,NA
5530,NA
5600,NA
5590,NA
5621,NA
5594,NA
5610,NA
5653,NA
5534,NA
5626,NA
5603,NA
5604,NA
5579,NA
5606,NA
5613,NA
5648,NA
5615,NA
5620,NA
5659,NA
5580,NA
5860,NA
5583,NA
5644,NA
5684,NA
5649,NA
5727,NA
5683,NA
5675,NA
5732,NA
5673,NA
5672,NA
5687,NA
5704,NA
5700,NA
5759,NA
5709,NA
5711,NA
5715,NA
5894,NA
5721,NA
5701,NA
5730,NA
5703,NA
5647,NA
5753,NA
5794,NA
5760,NA
5694,NA
5843,NA
5735,NA
5805,NA
5807,NA
5761,NA
5756,NA
5848,NA
5831,NA
5838,NA
5845,NA
5920,NA
5809,NA
5806,94
6000,NA
5844,NA
5722,97
5878,NA
5933,NA
5993,97
5899,NA
5865,NA
5919,NA
5862,NA
5996,NA
5900,NA
5927,NA
5876,NA
5958,NA
5885,NA
5901,NA
5950,NA
5867,NA
5903,NA
5955,NA
5752,NA
5748,NA
5976,NA
5841,NA
5968,NA
5956,NA
5991,NA
6213,NA
5940,NA
5832,94
5915,NA
5897,NA
5916,NA
6828,NA
5975,NA
